Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,BioProject,Library Name,tissue,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,AGE,Ecotype,isolate,Collection_Date,treatment,BIOMATERIAL_PROVIDER,collected_by,disease,replicate,sample_type,disease_stage,temp,cell_type,Replicate_and_Read,sex,GEO_Accession (exp),source_name,ID,tmp,growth_protocol,Sample_Name,agent,common_name,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,external_id,genotype,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),growth_facility,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,isolation_and_growth_condition,organism_common_name,plant_developmental_stage,plant_growth_medium,plant_structure,Source_material_identifiers,Submitter_Id,pair_end_sequencing,aliquot,BREED,coded/blinded_study_arm,Sample_id,strain,test_day,time_of_blood_draw,unblinded_study_arm,Host,isolation_source,Biological_Replicate,differentiation,plant_treatment,=replicate,paried,replicated,host_strain,infection_timepoint,phage,breeding_method,lat_lon,height_or_length,N,air_temp_regm,altitude,antibiotic_regm,env_broad_scale,env_local_scale,env_medium,source_uvig,virus_enrich_appr,humidity,Temperature_Range,tissues,age_units,Annual.household.income..Biospecimen.,Anti.infective..Biospecimen.,Autism.spectrum.disorder..Biospecimen.,Average.conc..Extract.,Batch..OmicsFileSet.,Behavior.video.submitted..M3...Biospecimen.,Biospecimen.Barcode,Biospecimen.consumption,Biospecimen.consumption.unit,Biospecimen.Date.Collected,Biospecimen.Description,Biospecimen.ID,Biospecimen.location..Extract.,Biospecimen.mass,Biospecimen.mass.unit,Biospecimen.Name,Born.by.caesarian.section..Biospecimen.,Born.prematurely..Biospecimen.,Conc1..Extract.,Conc2..Extract.,Constipation..Biospecimen.,Conversation.ability..Biospecimen.,Dairy..consumption.frequency...Biospecimen.,Developmental_stage,Diarrhea..Biospecimen.,Diet.during.infancy..Biospecimen.,Dietary.regime..Biospecimen.,Dietary.restrictions..M3...Biospecimen.,Dietary.restrictions.details..M3...Biospecimen.,Dietary.supplement..Biospecimen.,Environmental.tobacco.smoke.exposure..Biospecimen.,Extract.Barcode,Extract.concentration,Extract.concentration.unit
ERR6318211,RNA-Seq,300,8317396500,SAMEA8983632,3214434232,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",ERX5950070,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-07-17T00:00:00Z,2021-07-18T19:42:00Z,1,SAMEA8983632,ERP129932,PRJEB45778,LG3_3_3,,United Kingdom,Europe,,,,,,,,2017-07,,,,,,,,,,,,,,,,,LG3_3_3,,Northern highbush blueberry,2021-07-16,2021-07-16,2021-07-16,2021-07-16,SAMEA8983632,Legacy,United Kingdom,51.2905001,0.4384329389,glasshouse,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,2021-07-16T12:19:06Z,2021-07-16T12:19:06Z,public,Substrate under tunnels,Northern highbush blueberry,PO_0007050,Substrate,PO_0030108,Fruit,LG3_3_3,,,,,,,,,,,,,,PATO_0000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR6318212,RNA-Seq,300,6900091500,SAMEA8983633,2536505506,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",ERX5950071,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-07-17T00:00:00Z,2021-07-18T19:22:00Z,1,SAMEA8983633,ERP129932,PRJEB45778,LGH_1,,United Kingdom,Europe,,,,,,,,2017-07,,,,,,,,,,,,,,,,,LGH_1,,Northern highbush blueberry,2021-07-16,2021-07-16,2021-07-16,2021-07-16,SAMEA8983633,Legacy,United Kingdom,51.2905001,0.4384329389,glasshouse,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,2021-07-16T12:19:06Z,2021-07-16T12:19:06Z,public,Substrate under tunnels,Northern highbush blueberry,PO_0007050,Substrate,PO_0030108,Fruit,LGH_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR6318213,RNA-Seq,300,6525639300,SAMEA8983634,2404448946,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX5950072,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-07-17T00:00:00Z,2021-07-18T19:18:00Z,1,SAMEA8983634,ERP129932,PRJEB45778,LGH_2,,United Kingdom,Europe,,,,,,,,2017-07,,,,,,,,,,,,,,,,,LGH_2,,Northern highbush blueberry,2021-07-16,2021-07-16,2021-07-16,2021-07-16,SAMEA8983634,Legacy,United Kingdom,51.2905001,0.4384329389,glasshouse,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,2021-07-16T12:19:06Z,2021-07-16T12:19:06Z,public,Substrate under tunnels,Northern highbush blueberry,PO_0007050,Substrate,PO_0030108,Fruit,LGH_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR6318214,RNA-Seq,300,6947536500,SAMEA8983635,2782685919,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",ERX5950073,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-07-17T00:00:00Z,2021-07-18T19:41:00Z,1,SAMEA8983635,ERP129932,PRJEB45778,LGH_3,,United Kingdom,Europe,,,,,,,,2017-07,,,,,,,,,,,,,,,,,LGH_3,,Northern highbush blueberry,2021-07-16,2021-07-16,2021-07-16,2021-07-16,SAMEA8983635,Legacy,United Kingdom,51.2905001,0.4384329389,glasshouse,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,2021-07-16T12:19:06Z,2021-07-16T12:19:06Z,public,Substrate under tunnels,Northern highbush blueberry,PO_0007050,Substrate,PO_0030108,Fruit,LGH_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR6318215,RNA-Seq,300,6831729600,SAMEA8983636,2525075795,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",ERX5950074,Illumina HiSeq 2500,PAIRED,unspecified,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-07-17T00:00:00Z,2021-07-18T19:22:00Z,1,SAMEA8983636,ERP129932,PRJEB45778,LGL,,United Kingdom,Europe,,,,,,,,2017-07,,,,,,,,,,,,,,,,,LGL,,Northern highbush blueberry,2021-07-16,2021-07-16,2021-07-16,2021-07-16,SAMEA8983636,Legacy,United Kingdom,51.2905001,0.4384329389,glasshouse,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,FONDAZIONE EDMUND MACH - COMPUTATIONAL BIOLOGY DEP,2021-07-16T12:19:06Z,2021-07-16T12:19:06Z,public,Substrate under tunnels,Northern highbush blueberry,PO_0007050,Substrate,PO_0025034,Leaf,LGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15571279,RNA-Seq,3591,1060080977,SAMN20934479,745600538,"RESEARCH INSTITUTE OF POMOLOGY,CHINESE ACADEMY OF AGRICULTURAL SCIENCES",public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11868980,PacBio RS II,SINGLE,Oligo-dT,TRANSCRIPTOMIC,Vaccinium corymbosum,PACBIO_SMRT,2021-09-16T00:00:00Z,2021-08-23T21:01:00Z,1,0018,SRP333797,PRJNA757138,3-6K,fruit,Canada,North America,Plant,Canada:Liaoning,Duke,"green fruit\,pink fruit and blue fruit",11-year-old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15571280,RNA-Seq,2938,1201124731,SAMN20934478,843707326,"RESEARCH INSTITUTE OF POMOLOGY,CHINESE ACADEMY OF AGRICULTURAL SCIENCES",public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11868979,PacBio RS II,SINGLE,Oligo-dT,TRANSCRIPTOMIC,Vaccinium corymbosum,PACBIO_SMRT,2021-09-16T00:00:00Z,2021-08-23T20:59:00Z,1,0017,SRP333797,PRJNA757138,2-3K,fruit,Canada,North America,Plant,Canada:Liaoning,Duke,"green fruit\,pink fruit and blue fruit",10-year-old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-3K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15571281,RNA-Seq,1987,914157533,SAMN20934477,648116757,"RESEARCH INSTITUTE OF POMOLOGY,CHINESE ACADEMY OF AGRICULTURAL SCIENCES",public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11868978,PacBio RS II,SINGLE,Oligo-dT,TRANSCRIPTOMIC,Vaccinium corymbosum,PACBIO_SMRT,2021-09-16T00:00:00Z,2021-08-23T20:58:00Z,1,0016,SRP333797,PRJNA757138,1-2K,fruit,Canada,North America,Plant,Canada:Liaoning,Duke,"green fruit\,pink fruit and blue fruit",9-year-old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459399,RNA-Seq,298,6950685034,SAMN24663523,2340374845,ANHUI NORMAL UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX13630603,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:28:00Z,1,Vaccinium bracteatum_leaf_for_transcriptome,SRP353709,PRJNA794927,leaf1,leaf,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459400,RNA-Seq,299,7024223857,SAMN24663522,2396183686,ANHUI NORMAL UNIVERSITY,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX13630602,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:30:00Z,1,Vaccinium bracteatum_green_fruit,SRP353709,PRJNA794927,fruit6,green_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459401,RNA-Seq,299,6919780290,SAMN24663522,2342735789,ANHUI NORMAL UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX13630601,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:27:00Z,1,Vaccinium bracteatum_green_fruit,SRP353709,PRJNA794927,fruit5,green_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459402,RNA-Seq,299,6915886611,SAMN24663521,2336803848,ANHUI NORMAL UNIVERSITY,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX13630600,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:31:00Z,1,Vaccinium bracteatum_blue_fruit,SRP353709,PRJNA794927,fruit4,blue_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459403,RNA-Seq,299,6985009459,SAMN24663521,2365951853,ANHUI NORMAL UNIVERSITY,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX13630599,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:28:00Z,1,Vaccinium bracteatum_blue_fruit,SRP353709,PRJNA794927,fruit3,blue_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459404,RNA-Seq,299,7036829961,SAMN24663520,2397354877,ANHUI NORMAL UNIVERSITY,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX13630598,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:31:00Z,1,Vaccinium bracteatum_pink_fruit,SRP353709,PRJNA794927,fruit2,pink_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459405,RNA-Seq,299,6898554261,SAMN24663520,2347824898,ANHUI NORMAL UNIVERSITY,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX13630597,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:27:00Z,1,Vaccinium bracteatum_pink_fruit,SRP353709,PRJNA794927,fruit1,pink_fruit,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459407,RNA-Seq,298,6963691134,SAMN24663523,2348131056,ANHUI NORMAL UNIVERSITY,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX13630595,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:32:00Z,1,Vaccinium bracteatum_leaf_for_transcriptome,SRP353709,PRJNA794927,leaf3,leaf,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17459408,RNA-Seq,298,7030610064,SAMN24663523,2383202140,ANHUI NORMAL UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX13630594,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Vaccinium bracteatum,ILLUMINA,2022-01-06T00:00:00Z,2022-01-06T03:29:00Z,1,Vaccinium bracteatum_leaf_for_transcriptome,SRP353709,PRJNA794927,leaf2,leaf,China,Asia,Plant,China: Wuhu,V. bracteatum,young leaves,,,,,,,,,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550209,RNA-Seq,150,4226347050,SAMN22547269,1320173311,ZHEJIANG NORMAL UNIVERSITY,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX12752406,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:23:00Z,1,ONS5,SRP342871,PRJNA773973,ONS5_replicate 1,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S5),8-year-old,,fruit (anthocyanin initially accumulates in the exocarp),,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550210,RNA-Seq,150,3644280900,SAMN22547268,1135610748,ZHEJIANG NORMAL UNIVERSITY,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX12752405,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:22:00Z,1,ONS4,SRP342871,PRJNA773973,ONS4_replicate 3,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S4),8-year-old,,fruit (approximate 12 mm in horizontal diameter),,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550211,RNA-Seq,150,3648011100,SAMN22547268,1137626194,ZHEJIANG NORMAL UNIVERSITY,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX12752404,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:20:00Z,1,ONS4,SRP342871,PRJNA773973,ONS4_replicate 2,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S4),8-year-old,,fruit (approximate 12 mm in horizontal diameter),,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550212,RNA-Seq,150,4272566850,SAMN22547268,1337437236,ZHEJIANG NORMAL UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX12752403,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:22:00Z,1,ONS4,SRP342871,PRJNA773973,ONS4_replicate 1,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S4),8-year-old,,fruit (approximate 12 mm in horizontal diameter),,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550213,RNA-Seq,150,3874060650,SAMN22547267,1214258940,ZHEJIANG NORMAL UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX12752402,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:21:00Z,1,ON4,SRP342871,PRJNA773973,ON4_replicate 3,Individual flower bud from inflorescence,China,Asia,Plant,China: Jinhua,O'Neal,flower bud (stage IV),8-year-old,,Individual pre-anthetic flowers with elongate pedicels,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550214,RNA-Seq,150,5290428150,SAMN22547267,1652506799,ZHEJIANG NORMAL UNIVERSITY,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX12752401,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:21:00Z,1,ON4,SRP342871,PRJNA773973,ON4_replicate 2,Individual flower bud from inflorescence,China,Asia,Plant,China: Jinhua,O'Neal,flower bud (stage IV),8-year-old,,Individual pre-anthetic flowers with elongate pedicels,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550215,RNA-Seq,150,4121068650,SAMN22547267,1289494995,ZHEJIANG NORMAL UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX12752400,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:21:00Z,1,ON4,SRP342871,PRJNA773973,ON4_replicate 1,Individual flower bud from inflorescence,China,Asia,Plant,China: Jinhua,O'Neal,flower bud (stage IV),8-year-old,,Individual pre-anthetic flowers with elongate pedicels,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550216,RNA-Seq,150,3991491150,SAMN22547266,1247584743,ZHEJIANG NORMAL UNIVERSITY,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX12752399,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:22:00Z,1,ON3,SRP342871,PRJNA773973,ON3_replicate 3,Individual flower bud from inflorescence,China,Asia,Plant,China: Jinhua,O'Neal,flower bud (stage III),8-year-old,,Individual flowers expanded beyond bracts,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550217,RNA-Seq,150,4194941850,SAMN22547270,1315040057,ZHEJIANG NORMAL UNIVERSITY,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX12752398,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:20:00Z,1,ONS6,SRP342871,PRJNA773973,ONS6_replicate 3,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S6),8-year-old,,mature fruit,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550218,RNA-Seq,150,4474412700,SAMN22547270,1399264530,ZHEJIANG NORMAL UNIVERSITY,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX12752397,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:23:00Z,1,ONS6,SRP342871,PRJNA773973,ONS6_replicate 2,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S6),8-year-old,,mature fruit,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16550219,RNA-Seq,150,3728088000,SAMN22547270,1167866291,ZHEJIANG NORMAL UNIVERSITY,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX12752396,HiSeq X Ten,SINGLE,PCR,TRANSCRIPTOMIC,Vaccinium corymbosum,ILLUMINA,2021-10-23T00:00:00Z,2021-10-23T23:22:00Z,1,ONS6,SRP342871,PRJNA773973,ONS6_replicate 1,fruit,China,Asia,Plant,China: Jinhua,O'Neal,fruit (stage S6),8-year-old,,mature fruit,,,W.D.Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
